,title,Posted-Date,Job_Description,url,JobType,Tokenized_Job_Description
10,PagNECESITO PERSONAL DE LIMPIEZA,2022-06-16,veho is platform made for drivers to help deliver packages for businesses looking for top notch drivers to complete these deliveries drivers love delivering with veho because we provide upfront earnings know what you will earn to complete route before committing to it route transparency book routes that geographically fit your preferred driving areas simple process to get on road once you ’ re signed up and active you ’ re ready to go basic requirements at least 25 years old regular access to vehicle full sized sedan or larger valid driver s license vehicle registration and vehicle insurance own and able to use recent smartphone able to lift up to 50 lbs with or without accommodation eligible to work in us additional information already driver for other platforms we love that add to your earnings by also driving with veho register today to be one of first drivers in your area job types parttime contract pay 1800 2500 per hour,"""""""https://dallas.craigslist.org/dal/lab/d/the-colony-pagnecesito-personal-de/7497508252.html"""""",",Retail,"['veho', 'is', 'platform', 'made', 'for', 'drivers', 'to', 'help', 'deliver', 'packages', 'for', 'businesses', 'looking', 'for', 'top', 'notch', 'drivers', 'to', 'complete', 'these', 'deliveries', 'drivers', 'love', 'delivering', 'with', 'veho', 'because', 'we', 'provide', 'upfront', 'earnings', 'know', 'what', 'you', 'will', 'earn', 'to', 'complete', 'route', 'before', 'committing', 'to', 'it', 'route', 'transparency', 'book', 'routes', 'that', 'geographically', 'fit', 'your', 'preferred', 'driving', 'areas', 'simple', 'process', 'to', 'get', 'on', 'road', 'once', 'you', 're', 'signed', 'up', 'and', 'active', 'you', 're', 'ready', 'to', 'go', 'basic', 'requirements', 'at', 'least', '25', 'years', 'old', 'regular', 'access', 'to', 'vehicle', 'full', 'sized', 'sedan', 'or', 'larger', 'valid', 'driver', 's', 'license', 'vehicle', 'registration', 'and', 'vehicle', 'insurance', 'own', 'and', 'able', 'to', 'use', 'recent', 'smartphone', 'able', 'to', 'lift', 'up', 'to', '50', 'lbs', 'with', 'or', 'without', 'accommodation', 'eligible', 'to', 'work', 'in', 'us', 'additional', 'information', 'already', 'driver', 'for', 'other', 'platforms', 'we', 'love', 'that', 'add', 'to', 'your', 'earnings', 'by', 'also', 'driving', 'with', 'veho', 'register', 'today', 'to', 'be', 'one', 'of', 'first', 'drivers', 'in', 'your', 'area', 'job', 'types', 'parttime', 'contract', 'pay', '1800', '2500', 'per', 'hour']"
11,PagNECESITO PERSONAL DE LIMPIEZA,2022-06-16,descripcion del empleo el crowne plaza de dallas downtown es un hotel de lujo de 300 habitaciones con 30000 pies cuadrados de espacio versátil para reuniones y banquetes está buscando amas de llaves debe ser capaz de comunicarse en inglés podrias ganar hasta 136 por dia aplicar in persona y pregunta por brenda email billa crownedallascom teléfono 2147425678 bono de 100 para todos los nuevos empleados al completar su primera semana completa de trabajo podrias ganar hasta 136 por dia aplicar in persona y pregunta por brenda email billa crownedallascom teléfono 2147425678 1015 elm street dallas tx 75202 las tareas diarias incluirán garantizar que todas nuestras habitaciones se limpien y desinfecten según los estándares de la marca inspeccionar salas limpias para garantizar que se cumplan nuestros estándares limpiar las áreas públicas y desinfectar comunicar los elementos de mantenimiento nuestro gerente de mantenimiento ayudar la gerencia con las tareas asignadas por favor enviar su currículum para su consideración inmediata gracias,"""""""https://dallas.craigslist.org/dal/etc/d/the-colony-pagnecesito-personal-de/7497508251.html"""""",",Retail,"['descripcion', 'del', 'empleo', 'el', 'crowne', 'plaza', 'de', 'dallas', 'downtown', 'es', 'un', 'hotel', 'de', 'lujo', 'de', '300', 'habitaciones', 'con', '30000', 'pies', 'cuadrados', 'de', 'espacio', 'versátil', 'para', 'reuniones', 'y', 'banquetes', 'está', 'buscando', 'amas', 'de', 'llaves', 'debe', 'ser', 'capaz', 'de', 'comunicarse', 'en', 'inglés', 'podrias', 'ganar', 'hasta', '136', 'por', 'dia', 'aplicar', 'in', 'persona', 'y', 'pregunta', 'por', 'brenda', 'email', 'billa', 'crownedallascom', 'teléfono', '2147425678', 'bono', 'de', '100', 'para', 'todos', 'los', 'nuevos', 'empleados', 'al', 'completar', 'su', 'primera', 'semana', 'completa', 'de', 'trabajo', 'podrias', 'ganar', 'hasta', '136', 'por', 'dia', 'aplicar', 'in', 'persona', 'y', 'pregunta', 'por', 'brenda', 'email', 'billa', 'crownedallascom', 'teléfono', '2147425678', '1015', 'elm', 'street', 'dallas', 'tx', '75202', 'las', 'tareas', 'diarias', 'incluirán', 'garantizar', 'que', 'todas', 'nuestras', 'habitaciones', 'se', 'limpien', 'y', 'desinfecten', 'según', 'los', 'estándares', 'de', 'la', 'marca', 'inspeccionar', 'salas', 'limpias', 'para', 'garantizar', 'que', 'se', 'cumplan', 'nuestros', 'estándares', 'limpiar', 'las', 'áreas', 'públicas', 'y', 'desinfectar', 'comunicar', 'los', 'elementos', 'de', 'mantenimiento', 'nuestro', 'gerente', 'de', 'mantenimiento', 'ayudar', 'la', 'gerencia', 'con', 'las', 'tareas', 'asignadas', 'por', 'favor', 'enviar', 'su', 'currículum', 'para', 'su', 'consideración', 'inmediata', 'gracias']"
12,Seeking HVAC Business to Refer Install Jobs,2022-06-16,this climate controlled air conditioned warehouse not too hot is located close to dfw airport in grapevine all positions temptohire starting pay 1500 1725 depending on shift and position easy access for north ft worthtarrant county and midcity residents ft worth irving euless hurst watauga north richland hills grapevine coppell lewisville many shifts start and end outside busy traffic periods immediate openings so apply this weekend and start next week •fulltime positions 1725 materials forklift monthu 4 day work week forklift 2 yrs preferred 2nd shift 230pm100am 1625 materials 5 days week 1st shift 500am130pm 1675 materials 5 days week swing 2nd shift 12 noon830pm •parttime positions 1625 materials 500am1000pm forklift 2 yrs preferred other shifts open weekly requirements resume for all positions except general labor truck loader and cardboard •forklift 2 yrs preferred sit down or order selectorcherry picker •all others will train •no felonies within last 7 years •drug free must pass drug screen call for more information and let us know your availability to apply •text grapevine and position of interest to 8176007136 and representative will textcall you or •click apply now at wwwtheartofstaffingcom these positions are electable as temptohire with international corporation that offers substantial benefit package to fulltime employees,"""""""https://dallas.craigslist.org/dal/trd/d/dallas-seeking-hvac-business-to-refer/7497507561.html"""""",",Retail,"['this', 'climate', 'controlled', 'air', 'conditioned', 'warehouse', 'not', 'too', 'hot', 'is', 'located', 'close', 'to', 'dfw', 'airport', 'in', 'grapevine', 'all', 'positions', 'temptohire', 'starting', 'pay', '1500', '1725', 'depending', 'on', 'shift', 'and', 'position', 'easy', 'access', 'for', 'north', 'ft', 'worthtarrant', 'county', 'and', 'midcity', 'residents', 'ft', 'worth', 'irving', 'euless', 'hurst', 'watauga', 'north', 'richland', 'hills', 'grapevine', 'coppell', 'lewisville', 'many', 'shifts', 'start', 'and', 'end', 'outside', 'busy', 'traffic', 'periods', 'immediate', 'openings', 'so', 'apply', 'this', 'weekend', 'and', 'start', 'next', 'week', 'fulltime', 'positions', '1725', 'materials', 'forklift', 'monthu', '4', 'day', 'work', 'week', 'forklift', '2', 'yrs', 'preferred', '2nd', 'shift', '230pm100am', '1625', 'materials', '5', 'days', 'week', '1st', 'shift', '500am130pm', '1675', 'materials', '5', 'days', 'week', 'swing', '2nd', 'shift', '12', 'noon830pm', 'parttime', 'positions', '1625', 'materials', '500am1000pm', 'forklift', '2', 'yrs', 'preferred', 'other', 'shifts', 'open', 'weekly', 'requirements', 'resume', 'for', 'all', 'positions', 'except', 'general', 'labor', 'truck', 'loader', 'and', 'cardboard', 'forklift', '2', 'yrs', 'preferred', 'sit', 'down', 'or', 'order', 'selectorcherry', 'picker', 'all', 'others', 'will', 'train', 'no', 'felonies', 'within', 'last', '7', 'years', 'drug', 'free', 'must', 'pass', 'drug', 'screen', 'call', 'for', 'more', 'information', 'and', 'let', 'us', 'know', 'your', 'availability', 'to', 'apply', 'text', 'grapevine', 'and', 'position', 'of', 'interest', 'to', '8176007136', 'and', 'representative', 'will', 'textcall', 'you', 'or', 'click', 'apply', 'now', 'at', 'wwwtheartofstaffingcom', 'these', 'positions', 'are', 'electable', 'as', 'temptohire', 'with', 'international', 'corporation', 'that', 'offers', 'substantial', 'benefit', 'package', 'to', 'fulltime', 'employees']"
13,CDL A Driver - $7500 Sign on Bonus,2022-06-16,staff zone is looking for fulltime van driver to join our irving team compensation 62500 weekly monthly bonus opportunity medical benefits available teamwork atmosphere continuous training and development frequent bonus and contest opportunities job duties include transport staff zone s workforce to and from job sites adhere and enforce staff zone s driver and passenger safety policies and procedures maintain branch van clear of floor debris and obstacles that can hinder line of sight for driver post flyers and help clean office job requirements high school diplomaged mf split shifts and rotating weekends start time is 430 am 9am then 2pm to 6pm current valid texas driver s license with eligible mvr clean driving record willing to submit to criminal background check and drug screen including marijuana must have own form of transportation ideal candidates experience preferred committed to safety at all times excellent attendance resides no more than 10 miles from our branch location zip code 75038 if possible please apply in person at below address 4026 n belt line rd irving tx 75038,"""""""https://dallas.craigslist.org/dal/trp/d/dallas-cdl-driver-sign-on-bonus/7497502263.html"""""",",Retail,"['staff', 'zone', 'is', 'looking', 'for', 'fulltime', 'van', 'driver', 'to', 'join', 'our', 'irving', 'team', 'compensation', '62500', 'weekly', 'monthly', 'bonus', 'opportunity', 'medical', 'benefits', 'available', 'teamwork', 'atmosphere', 'continuous', 'training', 'and', 'development', 'frequent', 'bonus', 'and', 'contest', 'opportunities', 'job', 'duties', 'include', 'transport', 'staff', 'zone', 's', 'workforce', 'to', 'and', 'from', 'job', 'sites', 'adhere', 'and', 'enforce', 'staff', 'zone', 's', 'driver', 'and', 'passenger', 'safety', 'policies', 'and', 'procedures', 'maintain', 'branch', 'van', 'clear', 'of', 'floor', 'debris', 'and', 'obstacles', 'that', 'can', 'hinder', 'line', 'of', 'sight', 'for', 'driver', 'post', 'flyers', 'and', 'help', 'clean', 'office', 'job', 'requirements', 'high', 'school', 'diplomaged', 'mf', 'split', 'shifts', 'and', 'rotating', 'weekends', 'start', 'time', 'is', '430', 'am', '9am', 'then', '2pm', 'to', '6pm', 'current', 'valid', 'texas', 'driver', 's', 'license', 'with', 'eligible', 'mvr', 'clean', 'driving', 'record', 'willing', 'to', 'submit', 'to', 'criminal', 'background', 'check', 'and', 'drug', 'screen', 'including', 'marijuana', 'must', 'have', 'own', 'form', 'of', 'transportation', 'ideal', 'candidates', 'experience', 'preferred', 'committed', 'to', 'safety', 'at', 'all', 'times', 'excellent', 'attendance', 'resides', 'no', 'more', 'than', '10', 'miles', 'from', 'our', 'branch', 'location', 'zip', 'code', '75038', 'if', 'possible', 'please', 'apply', 'in', 'person', 'at', 'below', 'address', '4026', 'n', 'belt', 'line', 'rd', 'irving', 'tx', '75038']"
14,CDL A Local Driver - $7500 sign on bonus,2022-06-16,us transport new has new enhanced 2022 pay package for local drivers drivers earn 1300 1600 every week – home daily – full company benefits benefits weekly pay 1200 weekly guarantee paid orientation 7500 sign on bonus 4500 referral bonus monthly kpi bonus 1000 biannual safety bonus home daily paid breakdown waiting time medical dental vision aflac company paid life insurance 401k with company match 7 paid holidays paid vacation health savings account paid every friday no slip seating shift monday – friday rotating weekend work day shift we are currently looking for local class truck drivers in dfw area to haul loads of dry bulk material in pneumatic trailers no pneumatic experience is necessary and all training will be provided no endorsements needed requirements class cdl and 18 months or tractor trailer experience must be at least 23 years old no specific trailer experience is necessary training is provided no endorsements needed us transport,"""""""https://dallas.craigslist.org/dal/trp/d/dallas-cdl-local-driver-sign-on-bonus/7497502254.html"""""",",,"['us', 'transport', 'new', 'has', 'new', 'enhanced', '2022', 'pay', 'package', 'for', 'local', 'drivers', 'drivers', 'earn', '1300', '1600', 'every', 'week', 'home', 'daily', 'full', 'company', 'benefits', 'benefits', 'weekly', 'pay', '1200', 'weekly', 'guarantee', 'paid', 'orientation', '7500', 'sign', 'on', 'bonus', '4500', 'referral', 'bonus', 'monthly', 'kpi', 'bonus', '1000', 'biannual', 'safety', 'bonus', 'home', 'daily', 'paid', 'breakdown', 'waiting', 'time', 'medical', 'dental', 'vision', 'aflac', 'company', 'paid', 'life', 'insurance', '401k', 'with', 'company', 'match', '7', 'paid', 'holidays', 'paid', 'vacation', 'health', 'savings', 'account', 'paid', 'every', 'friday', 'no', 'slip', 'seating', 'shift', 'monday', 'friday', 'rotating', 'weekend', 'work', 'day', 'shift', 'we', 'are', 'currently', 'looking', 'for', 'local', 'class', 'truck', 'drivers', 'in', 'dfw', 'area', 'to', 'haul', 'loads', 'of', 'dry', 'bulk', 'material', 'in', 'pneumatic', 'trailers', 'no', 'pneumatic', 'experience', 'is', 'necessary', 'and', 'all', 'training', 'will', 'be', 'provided', 'no', 'endorsements', 'needed', 'requirements', 'class', 'cdl', 'and', '18', 'months', 'or', 'tractor', 'trailer', 'experience', 'must', 'be', 'at', 'least', '23', 'years', 'old', 'no', 'specific', 'trailer', 'experience', 'is', 'necessary', 'training', 'is', 'provided', 'no', 'endorsements', 'needed', 'us', 'transport']"
15,Restaurant Delivery Drivers,2022-06-16,hiring immediately new york style pizzeria is hiring delivery drivers must have vehicle and auto insurance call or text your interest for hours and pay perfect summer job but position is available year round,"""""""https://dallas.craigslist.org/mdf/fbh/d/arlington-restaurant-delivery-drivers/7497500207.html"""""",",Retail,"['hiring', 'immediately', 'new', 'york', 'style', 'pizzeria', 'is', 'hiring', 'delivery', 'drivers', 'must', 'have', 'vehicle', 'and', 'auto', 'insurance', 'call', 'or', 'text', 'your', 'interest', 'for', 'hours', 'and', 'pay', 'perfect', 'summer', 'job', 'but', 'position', 'is', 'available', 'year', 'round']"
16,Shuttle Van Driver - Immediate Opening,2022-06-16,necesito personal de limpieza con o sin experiencia pago semanalmente,"""""""https://dallas.craigslist.org/dal/trp/d/irving-shuttle-van-driver-immediate/7497494158.html"""""",",Retail,"['necesito', 'personal', 'de', 'limpieza', 'con', 'o', 'sin', 'experiencia', 'pago', 'semanalmente']"
17,Package Delivery Driver: $18-25* per hour,2022-06-16,be part of family wellestablished downtown restaurant is looking for full time kitchen managerline cook candidates must have experience in italian cuisine 2022hour please call milan 3128045875 ravennaitalian grille bar115 s field street dallas tx 75202,"""""""https://dallas.craigslist.org/dal/trp/d/grand-prairie-package-delivery-driver/7497493307.html"""""",",Retail,"['be', 'part', 'of', 'family', 'wellestablished', 'downtown', 'restaurant', 'is', 'looking', 'for', 'full', 'time', 'kitchen', 'managerline', 'cook', 'candidates', 'must', 'have', 'experience', 'in', 'italian', 'cuisine', '2022hour', 'please', 'call', 'milan', '3128045875', 'ravennaitalian', 'grille', 'bar115', 's', 'field', 'street', 'dallas', 'tx', '75202']"
18,Ama de Llaves - Podrias ganar hasta $136 por dia!!!,2022-06-16,descripcion del empleo el crowne plaza de dallas downtown es un hotel de lujo de 300 habitaciones con 30000 pies cuadrados de espacio versátil para reuniones y banquetes está buscando amas de llaves debe ser capaz de comunicarse en inglés podrias ganar hasta 136 por dia aplicar in persona y pregunta por brenda email billa crownedallascom teléfono 2147425678 bono de 100 para todos los nuevos empleados al completar su primera semana completa de trabajo podrias ganar hasta 136 por dia aplicar in persona y pregunta por brenda email billa crownedallascom teléfono 2147425678 1015 elm street dallas tx 75202 las tareas diarias incluirán garantizar que todas nuestras habitaciones se limpien y desinfecten según los estándares de la marca inspeccionar salas limpias para garantizar que se cumplan nuestros estándares limpiar las áreas públicas y desinfectar comunicar los elementos de mantenimiento nuestro gerente de mantenimiento ayudar la gerencia con las tareas asignadas por favor enviar su currículum para su consideración inmediata gracias job description fullservice crowne plaza dallas downtown 300 room upscale hotel with 30000 sqft of versatile meeting and banquet space is looking for housekeepers must be able to communicate in english we pay 136 per day apply in person and ask for brenda email billa crownedallascom telephone 214742567 100 bonus for all new employees who complete their first full week of work day to day duties will include ensuring all of our rooms are cleaned and sanitized to brand standards inspecting clean rooms to ensure our standards are met clean public areas and sanitize communicate maintenance items to our maintenance manager assisting management with assigned duties please apply with your resume for immediate consideration thank you,"""""""https://dallas.craigslist.org/dal/fbh/d/dallas-ama-de-llaves-podrias-ganar/7497491997.html"""""",",Retail,"['descripcion', 'del', 'empleo', 'el', 'crowne', 'plaza', 'de', 'dallas', 'downtown', 'es', 'un', 'hotel', 'de', 'lujo', 'de', '300', 'habitaciones', 'con', '30000', 'pies', 'cuadrados', 'de', 'espacio', 'versátil', 'para', 'reuniones', 'y', 'banquetes', 'está', 'buscando', 'amas', 'de', 'llaves', 'debe', 'ser', 'capaz', 'de', 'comunicarse', 'en', 'inglés', 'podrias', 'ganar', 'hasta', '136', 'por', 'dia', 'aplicar', 'in', 'persona', 'y', 'pregunta', 'por', 'brenda', 'email', 'billa', 'crownedallascom', 'teléfono', '2147425678', 'bono', 'de', '100', 'para', 'todos', 'los', 'nuevos', 'empleados', 'al', 'completar', 'su', 'primera', 'semana', 'completa', 'de', 'trabajo', 'podrias', 'ganar', 'hasta', '136', 'por', 'dia', 'aplicar', 'in', 'persona', 'y', 'pregunta', 'por', 'brenda', 'email', 'billa', 'crownedallascom', 'teléfono', '2147425678', '1015', 'elm', 'street', 'dallas', 'tx', '75202', 'las', 'tareas', 'diarias', 'incluirán', 'garantizar', 'que', 'todas', 'nuestras', 'habitaciones', 'se', 'limpien', 'y', 'desinfecten', 'según', 'los', 'estándares', 'de', 'la', 'marca', 'inspeccionar', 'salas', 'limpias', 'para', 'garantizar', 'que', 'se', 'cumplan', 'nuestros', 'estándares', 'limpiar', 'las', 'áreas', 'públicas', 'y', 'desinfectar', 'comunicar', 'los', 'elementos', 'de', 'mantenimiento', 'nuestro', 'gerente', 'de', 'mantenimiento', 'ayudar', 'la', 'gerencia', 'con', 'las', 'tareas', 'asignadas', 'por', 'favor', 'enviar', 'su', 'currículum', 'para', 'su', 'consideración', 'inmediata', 'gracias', 'job', 'description', 'fullservice', 'crowne', 'plaza', 'dallas', 'downtown', '300', 'room', 'upscale', 'hotel', 'with', '30000', 'sqft', 'of', 'versatile', 'meeting', 'and', 'banquet', 'space', 'is', 'looking', 'for', 'housekeepers', 'must', 'be', 'able', 'to', 'communicate', 'in', 'english', 'we', 'pay', '136', 'per', 'day', 'apply', 'in', 'person', 'and', 'ask', 'for', 'brenda', 'email', 'billa', 'crownedallascom', 'telephone', '214742567', '100', 'bonus', 'for', 'all', 'new', 'employees', 'who', 'complete', 'their', 'first', 'full', 'week', 'of', 'work', 'day', 'to', 'day', 'duties', 'will', 'include', 'ensuring', 'all', 'of', 'our', 'rooms', 'are', 'cleaned', 'and', 'sanitized', 'to', 'brand', 'standards', 'inspecting', 'clean', 'rooms', 'to', 'ensure', 'our', 'standards', 'are', 'met', 'clean', 'public', 'areas', 'and', 'sanitize', 'communicate', 'maintenance', 'items', 'to', 'our', 'maintenance', 'manager', 'assisting', 'management', 'with', 'assigned', 'duties', 'please', 'apply', 'with', 'your', 'resume', 'for', 'immediate', 'consideration', 'thank', 'you']"
19,âœ­âœ­Lyft Driver -- Signing Up Is Easyâœ­âœ­,2022-06-16,hiring immediately new york style pizzeria is hiring delivery drivers must have vehicle and auto insurance call or text your interest for hours and pay perfect summer job but position is available year round,"""""""https://dallas.craigslist.org/dal/trp/d/dallas-lyft-driver-signing-up-is-easy/7497481900.html"""""",",Retail,"['hiring', 'immediately', 'new', 'york', 'style', 'pizzeria', 'is', 'hiring', 'delivery', 'drivers', 'must', 'have', 'vehicle', 'and', 'auto', 'insurance', 'call', 'or', 'text', 'your', 'interest', 'for', 'hours', 'and', 'pay', 'perfect', 'summer', 'job', 'but', 'position', 'is', 'available', 'year', 'round']"
20,Dallas/FTW AREA OWNER OPS WANTED! ðŸš› ðŸš› ðŸš›,2022-06-16,truck relocating services cdl qualifications 2370 years of age if over 70 years of age dot medical statement is required from physician valid drivers license 2 years 2 week runs at time with flexible home time non cdl qualifications 2170 years of age if over 70 dot medical statement is required from physician full job description truck relocating services drivers are independent contractors and have freedom to operate on their own schedule 710 regional run with flexible home time you choose type of loads you deliver you wo nt have expense of your own truck no forced dispatch no truck ownership driver support weekly pay flexible home time bonus opportunities referral safety clean dot inspection mileage and time on road bonus wwwtrsmovescom or call 4804942913,"""""""https://dallas.craigslist.org/ftw/trp/d/fort-worth-dallas-ftw-area-owner-ops/7497481067.html"""""",",Retail,"['truck', 'relocating', 'services', 'cdl', 'qualifications', '2370', 'years', 'of', 'age', 'if', 'over', '70', 'years', 'of', 'age', 'dot', 'medical', 'statement', 'is', 'required', 'from', 'physician', 'valid', 'drivers', 'license', '2', 'years', '2', 'week', 'runs', 'at', 'time', 'with', 'flexible', 'home', 'time', 'non', 'cdl', 'qualifications', '2170', 'years', 'of', 'age', 'if', 'over', '70', 'dot', 'medical', 'statement', 'is', 'required', 'from', 'physician', 'full', 'job', 'description', 'truck', 'relocating', 'services', 'drivers', 'are', 'independent', 'contractors', 'and', 'have', 'freedom', 'to', 'operate', 'on', 'their', 'own', 'schedule', '710', 'regional', 'run', 'with', 'flexible', 'home', 'time', 'you', 'choose', 'type', 'of', 'loads', 'you', 'deliver', 'you', 'wo', 'nt', 'have', 'expense', 'of', 'your', 'own', 'truck', 'no', 'forced', 'dispatch', 'no', 'truck', 'ownership', 'driver', 'support', 'weekly', 'pay', 'flexible', 'home', 'time', 'bonus', 'opportunities', 'referral', 'safety', 'clean', 'dot', 'inspection', 'mileage', 'and', 'time', 'on', 'road', 'bonus', 'wwwtrsmovescom', 'or', 'call', '4804942913']"
21,Denton Rough Carpenters Needed! Full Time Work!,2022-06-16,denton hiring rough carpenters start asap weekly pay denton we are currently looking for experienced framing carpenters for our large construction site in denton previous experience required must have your own tools tools may consist of circular saw drill hammer putty knives sheetrock knife tap measure level and other miscellaneous tools pay 1900 2000 hr 15 x overtime job duties will consist of wood metal framing light carpentry touch up paint drywall float tape texture trim adjustment repair appliance install job requirements reliable transportation must have your own tools two forms of identification please reply to ad with your name and contact information thank you oprincipals only recruiters please do nt contact this job poster odo not contact us with unsolicited services or offers,"""""""https://dallas.craigslist.org/ftw/trd/d/denton-denton-rough-carpenters-needed/7497474057.html"""""",",Retail,"['denton', 'hiring', 'rough', 'carpenters', 'start', 'asap', 'weekly', 'pay', 'denton', 'we', 'are', 'currently', 'looking', 'for', 'experienced', 'framing', 'carpenters', 'for', 'our', 'large', 'construction', 'site', 'in', 'denton', 'previous', 'experience', 'required', 'must', 'have', 'your', 'own', 'tools', 'tools', 'may', 'consist', 'of', 'circular', 'saw', 'drill', 'hammer', 'putty', 'knives', 'sheetrock', 'knife', 'tap', 'measure', 'level', 'and', 'other', 'miscellaneous', 'tools', 'pay', '1900', '2000', 'hr', '15', 'x', 'overtime', 'job', 'duties', 'will', 'consist', 'of', 'wood', 'metal', 'framing', 'light', 'carpentry', 'touch', 'up', 'paint', 'drywall', 'float', 'tape', 'texture', 'trim', 'adjustment', 'repair', 'appliance', 'install', 'job', 'requirements', 'reliable', 'transportation', 'must', 'have', 'your', 'own', 'tools', 'two', 'forms', 'of', 'identification', 'please', 'reply', 'to', 'ad', 'with', 'your', 'name', 'and', 'contact', 'information', 'thank', 'you', 'oprincipals', 'only', 'recruiters', 'please', 'do', 'nt', 'contact', 'this', 'job', 'poster', 'odo', 'not', 'contact', 'us', 'with', 'unsolicited', 'services', 'or', 'offers']"
22,DRIVER,2022-06-16,truck relocating services cdl qualifications 2370 years of age if over 70 years of age dot medical statement is required from physician valid drivers license 2 years 2 week runs at time with flexible home time non cdl qualifications 2170 years of age if over 70 dot medical statement is required from physician full job description truck relocating services drivers are independent contractors and have freedom to operate on their own schedule 710 regional run with flexible home time you choose type of loads you deliver you wo nt have expense of your own truck no forced dispatch no truck ownership driver support weekly pay flexible home time bonus opportunities referral safety clean dot inspection mileage and time on road bonus wwwtrsmovescom or call 4804942913,"""""""https://dallas.craigslist.org/dal/trp/d/mesa-driver/7497473450.html"""""",",Retail,"['truck', 'relocating', 'services', 'cdl', 'qualifications', '2370', 'years', 'of', 'age', 'if', 'over', '70', 'years', 'of', 'age', 'dot', 'medical', 'statement', 'is', 'required', 'from', 'physician', 'valid', 'drivers', 'license', '2', 'years', '2', 'week', 'runs', 'at', 'time', 'with', 'flexible', 'home', 'time', 'non', 'cdl', 'qualifications', '2170', 'years', 'of', 'age', 'if', 'over', '70', 'dot', 'medical', 'statement', 'is', 'required', 'from', 'physician', 'full', 'job', 'description', 'truck', 'relocating', 'services', 'drivers', 'are', 'independent', 'contractors', 'and', 'have', 'freedom', 'to', 'operate', 'on', 'their', 'own', 'schedule', '710', 'regional', 'run', 'with', 'flexible', 'home', 'time', 'you', 'choose', 'type', 'of', 'loads', 'you', 'deliver', 'you', 'wo', 'nt', 'have', 'expense', 'of', 'your', 'own', 'truck', 'no', 'forced', 'dispatch', 'no', 'truck', 'ownership', 'driver', 'support', 'weekly', 'pay', 'flexible', 'home', 'time', 'bonus', 'opportunities', 'referral', 'safety', 'clean', 'dot', 'inspection', 'mileage', 'and', 'time', 'on', 'road', 'bonus', 'wwwtrsmovescom', 'or', 'call', '4804942913']"
23,KITCHEN MANAGER/LINE COOK,2022-06-16,be part of family wellestablished downtown restaurant is looking for full time kitchen managerline cook candidates must have experience in italian cuisine 2022hour please call milan 3128045875 ravennaitalian grille bar 115 s field street dallas tx 75202wellestablished downtown restaurant is looking for full time kitchen managerline cook candidates must have experience in italian cuisine 2022hour please call milan 3128045875 ravennaitalian grille bar 115 s field street dallas tx 75202,"""""""https://dallas.craigslist.org/dal/fbh/d/dallas-kitchen-manager-line-cook/7497466889.html"""""",",Retail,"['be', 'part', 'of', 'family', 'wellestablished', 'downtown', 'restaurant', 'is', 'looking', 'for', 'full', 'time', 'kitchen', 'managerline', 'cook', 'candidates', 'must', 'have', 'experience', 'in', 'italian', 'cuisine', '2022hour', 'please', 'call', 'milan', '3128045875', 'ravennaitalian', 'grille', 'bar', '115', 's', 'field', 'street', 'dallas', 'tx', '75202wellestablished', 'downtown', 'restaurant', 'is', 'looking', 'for', 'full', 'time', 'kitchen', 'managerline', 'cook', 'candidates', 'must', 'have', 'experience', 'in', 'italian', 'cuisine', '2022hour', 'please', 'call', 'milan', '3128045875', 'ravennaitalian', 'grille', 'bar', '115', 's', 'field', 'street', 'dallas', 'tx', '75202']"
